"ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","entrezid"
"ENSMUSG00000000247",33.4697976637696,0.314200620582994,0.547973057448914,0.573386987392689,0.566382698991658,0.803218001532416,"Lhx2","16870"
"ENSMUSG00000000253",198.617692428869,0.0360236331034573,0.424910970513431,0.0847792493094001,0.932436890789041,0.972149753383688,"Gmpr","66355"
"ENSMUSG00000000263",2.34942077776644,-0.730379765295087,2.86294729672611,-0.25511463872573,0.798634558100615,NA,"Glra1","14654"
"ENSMUSG00000000266",27.474945815862,0.332211430314314,0.609153948013741,0.545365307731404,0.58550229569498,0.816083823835575,"Mid2","23947"
"ENSMUSG00000000276",59.6677622660363,0.454910537103941,0.45422964146176,1.00149901190946,0.31658561758422,0.616122800319011,"Dgke","56077"
"ENSMUSG00000000278",417.802972164587,0.201616562889468,0.257217529174567,0.783836791903227,0.433135882336417,0.715868475300469,"Scpep1","74617"
"ENSMUSG00000000282",32.2522082644263,-0.147438623065629,0.562346521931766,-0.262184644726084,0.793179091161388,0.921413686528038,"Mnt","17428"
"ENSMUSG00000000295",564.929267135275,0.107256761519857,0.251073568914691,0.427192563452588,0.669239077383983,0.861787133006225,"Hddc2","69692"
"ENSMUSG00000000296",66.4146353051261,1.27012173200444,0.42730573200672,2.97239572715225,0.00295485560444727,0.0287828630269725,"Tpd52l1","21987"
"ENSMUSG00000000301",37.8396833281624,0.771030322832079,0.504171978753997,1.52930022953198,0.126190032761328,0.372386919650263,"Pemt","18618"
"ENSMUSG00000000305",496.740436180343,1.12972622948448,0.226381485301898,4.99036494958013,6.02653227742028e-07,3.16944669350526e-05,"Cdh4","12561"
"ENSMUSG00000000317",16.1040253464641,2.22090947358724,0.835737757447593,2.65742387943566,0.00787403702008754,NA,"Bcl6b","12029"
"ENSMUSG00000000320",4.28817741847033,-1.88077557725083,1.48336877170665,-1.26790829975944,0.204830699805133,NA,"Alox12","11684"
"ENSMUSG00000000326",542.842361803497,0.537443700957154,0.234837882499305,2.2885732712172,0.0221041583767865,0.124302601474278,"Comt","12846"
"ENSMUSG00000000339",631.660989886805,0.19664545715635,0.214517074772668,0.916689067127842,0.359305596694968,0.654999086583903,"Rtca","66368"
"ENSMUSG00000000340",194.404462203438,-0.31592304256986,0.279575877567348,-1.13000823003321,0.258472756597987,0.55589031782815,"Dbt","13171"
"ENSMUSG00000000346",1099.37056567727,-0.306330615276353,0.200051505027441,-1.53125873876497,0.125705458797691,0.371779770502984,"Dazap2","23994"
