"ensembl_gene_id"	"Ctrl1"	"Ctrl2"	"Ctrl3"	"Scr1"	"Scr2"	"Scr3"
"ENSMUSG00000003363"	323	255	191	256	320	215
"ENSMUSG00000003378"	39	24	33	36	42	20
"ENSMUSG00000003379"	0	0	0	0	2	0
"ENSMUSG00000003380"	1044	822	715	827	1035	546
"ENSMUSG00000003382"	61	53	53	45	56	27
"ENSMUSG00000003402"	814	795	494	742	629	545
"ENSMUSG00000003410"	24	1	3	1	28	3
"ENSMUSG00000003411"	2	9	4	7	6	6
"ENSMUSG00000003420"	96	134	55	72	66	69
"ENSMUSG00000003421"	413	558	440	414	449	385
"ENSMUSG00000003423"	334	442	299	388	286	313
"ENSMUSG00000003429"	19920	26845	20313	19747	14644	17968
"ENSMUSG00000003435"	335	522	389	356	446	338
"ENSMUSG00000003436"	22	16	8	15	27	14
"ENSMUSG00000003437"	218	277	242	274	228	267
"ENSMUSG00000003438"	442	572	238	539	281	341
"ENSMUSG00000003444"	725	1035	609	803	560	657
"ENSMUSG00000003452"	118	125	130	83	135	98
"ENSMUSG00000003458"	403	355	265	353	298	303
"ENSMUSG00000003464"	549	351	348	351	419	335
"ENSMUSG00000003469"	4	7	3	11	7	3
"ENSMUSG00000003476"	0	0	0	0	0	1
"ENSMUSG00000003477"	0	0	0	1	0	0
"ENSMUSG00000003484"	0	0	0	0	1	0
"ENSMUSG00000003500"	47	64	30	52	26	56
"ENSMUSG00000003518"	145	194	92	225	157	197
"ENSMUSG00000003526"	25	9	29	3	3	44
"ENSMUSG00000003527"	171	128	118	154	182	124
"ENSMUSG00000003528"	326	339	215	306	243	257
"ENSMUSG00000003531"	205	161	166	156	203	136
"ENSMUSG00000003534"	1247	481	884	613	1610	635
"ENSMUSG00000003541"	46	611	86	440	54	445
"ENSMUSG00000003545"	13	2	2	1	10	2
"ENSMUSG00000003546"	94	66	72	66	100	51
"ENSMUSG00000003549"	277	331	331	283	306	214
"ENSMUSG00000003555"	2	0	0	0	0	0
"ENSMUSG00000003559"	0	4	1	0	0	0
"ENSMUSG00000003573"	138	215	182	235	159	221
"ENSMUSG00000003575"	100	122	76	115	162	105
"ENSMUSG00000003581"	162	92	104	95	224	83
"ENSMUSG00000003585"	57	49	79	53	78	28
"ENSMUSG00000003604"	24	28	26	23	22	24
"ENSMUSG00000003617"	460	682	601	760	443	549
"ENSMUSG00000003623"	199	311	162	250	168	214
"ENSMUSG00000003644"	8	11	2	7	4	7
"ENSMUSG00000003657"	32	390	15	341	8	290
"ENSMUSG00000003660"	180	222	177	209	203	182
"ENSMUSG00000003662"	139	174	120	108	134	120
"ENSMUSG00000003665"	1	2	3	0	2	0
"ENSMUSG00000003680"	65	51	44	69	55	49
"ENSMUSG00000003721"	249	165	120	114	164	114
"ENSMUSG00000003731"	114	132	128	135	158	148
"ENSMUSG00000003746"	0	0	0	0	3	1
"ENSMUSG00000003752"	3	2	6	6	4	3
"ENSMUSG00000003762"	146	72	103	93	158	99
"ENSMUSG00000003778"	1498	2413	1755	1357	1628	1794
"ENSMUSG00000003779"	351	481	333	381	199	351
"ENSMUSG00000003808"	312	469	255	418	279	393
"ENSMUSG00000003809"	99	80	78	76	110	85
"ENSMUSG00000003810"	56	92	40	64	55	78
"ENSMUSG00000003812"	104	84	95	81	132	51
"ENSMUSG00000003813"	306	480	246	466	188	415
"ENSMUSG00000003814"	2111	3397	1974	2808	1902	2658
"ENSMUSG00000003824"	231	480	293	320	203	272
"ENSMUSG00000003847"	123	187	114	105	213	169
"ENSMUSG00000003848"	183	317	164	301	142	256
"ENSMUSG00000003849"	129	147	87	149	115	100
"ENSMUSG00000003863"	12	7	13	12	24	9
"ENSMUSG00000003865"	178	180	146	140	188	181
"ENSMUSG00000003868"	608	1031	513	959	379	870
"ENSMUSG00000003872"	4	4	4	5	3	3
"ENSMUSG00000003873"	1841	2964	1769	2362	1267	1951
"ENSMUSG00000003923"	147	339	187	149	103	143
"ENSMUSG00000003929"	121	107	92	53	92	64
"ENSMUSG00000003934"	8	8	8	4	35	2
"ENSMUSG00000003948"	129	115	135	143	253	140
"ENSMUSG00000003949"	20	7	14	12	37	9
"ENSMUSG00000003955"	2154	1907	1306	1605	1194	1811
"ENSMUSG00000003970"	14731	17553	15022	13727	11901	11760
"ENSMUSG00000003974"	328	226	117	159	139	177
"ENSMUSG00000003992"	301	337	322	270	352	199
"ENSMUSG00000004018"	145	191	105	155	159	160
"ENSMUSG00000004031"	256	212	197	327	609	365
"ENSMUSG00000004032"	308	64	31	112	50	77
"ENSMUSG00000004035"	426	397	362	386	305	265
"ENSMUSG00000004040"	702	391	422	330	670	370
"ENSMUSG00000004043"	8	5	3	3	9	2
"ENSMUSG00000004044"	127	298	189	330	227	245
"ENSMUSG00000004054"	26	45	21	37	35	28
"ENSMUSG00000004056"	168	254	148	261	197	230
"ENSMUSG00000004069"	136	143	100	152	112	154
"ENSMUSG00000004070"	430	486	433	362	356	326
"ENSMUSG00000004071"	612	660	542	649	685	597
"ENSMUSG00000004085"	199	247	159	242	121	233
"ENSMUSG00000004096"	1875	2302	1711	1990	1709	1654
"ENSMUSG00000004098"	4	11	1	7	3	5
"ENSMUSG00000004099"	176	371	180	349	130	260
"ENSMUSG00000004100"	94	452	82	320	74	318
"ENSMUSG00000004105"	14	16	10	14	49	16
"ENSMUSG00000004110"	3	0	0	1	1	0
"ENSMUSG00000004113"	6	34	11	42	12	36
"ENSMUSG00000004127"	100	210	79	126	78	144
"ENSMUSG00000004151"	863	921	843	1072	718	865
"ENSMUSG00000004187"	10	0	7	8	9	5
"ENSMUSG00000004207"	2971	2254	2105	1451	1685	1106
"ENSMUSG00000004221"	476	706	520	385	454	551
"ENSMUSG00000004233"	81	78	76	75	53	56
"ENSMUSG00000004263"	158	189	99	230	177	90
"ENSMUSG00000004264"	590	1118	579	873	523	807
"ENSMUSG00000004266"	5	11	3	8	5	3
"ENSMUSG00000004267"	5	6	4	6	11	2
"ENSMUSG00000004268"	832	1472	887	1228	612	1088
"ENSMUSG00000004270"	358	405	254	339	333	220
"ENSMUSG00000004285"	2165	1776	1638	1575	1858	1317
"ENSMUSG00000004317"	64	73	39	86	74	81
"ENSMUSG00000004319"	678	386	350	457	741	515
"ENSMUSG00000004328"	5	3	2	5	9	3
"ENSMUSG00000004341"	0	1	0	0	0	0
"ENSMUSG00000004347"	72	121	73	59	19	29
"ENSMUSG00000004356"	66	121	55	103	53	106
"ENSMUSG00000004359"	10	31	12	10	22	10
"ENSMUSG00000004360"	96	28	70	39	82	28
"ENSMUSG00000004364"	670	591	306	473	393	383
"ENSMUSG00000004371"	0	1	0	0	0	0
"ENSMUSG00000004383"	41	54	27	40	40	41
"ENSMUSG00000004393"	212	345	165	330	145	306
"ENSMUSG00000004394"	688	669	540	669	590	539
"ENSMUSG00000004415"	55	75	59	29	76	43
"ENSMUSG00000004446"	34	102	16	66	21	80
"ENSMUSG00000004451"	410	448	294	384	384	304
"ENSMUSG00000004455"	461	289	235	363	304	216
"ENSMUSG00000004460"	300	486	249	389	221	328
"ENSMUSG00000004462"	103	66	82	60	107	86
"ENSMUSG00000004473"	42	32	33	39	42	26
"ENSMUSG00000004500"	31	32	20	21	30	19
"ENSMUSG00000004508"	487	612	326	376	353	317
"ENSMUSG00000004530"	829	663	597	669	672	661
"ENSMUSG00000004535"	723	923	701	744	917	620
"ENSMUSG00000004558"	2089	172	1144	359	4472	382
"ENSMUSG00000004561"	121	118	110	113	129	111
"ENSMUSG00000004562"	260	450	356	254	328	366
"ENSMUSG00000004565"	57	23	40	32	59	33
"ENSMUSG00000004567"	87	121	89	104	111	62
"ENSMUSG00000004568"	66	49	47	53	82	36
"ENSMUSG00000004591"	99	132	86	148	143	105
"ENSMUSG00000004609"	3	3	0	0	1	2
"ENSMUSG00000004610"	1140	1467	996	1164	993	902
"ENSMUSG00000004626"	31	76	57	16	26	75
"ENSMUSG00000004630"	1	0	0	0	0	0
"ENSMUSG00000004631"	381	517	292	322	322	262
"ENSMUSG00000004633"	110	355	66	312	44	254
"ENSMUSG00000004637"	77	96	96	111	77	85
"ENSMUSG00000004642"	708	1357	717	831	506	961
"ENSMUSG00000004651"	15	39	20	20	22	31
"ENSMUSG00000004655"	1	2	0	1	0	1
"ENSMUSG00000004661"	6	7	4	2	3	4
"ENSMUSG00000004665"	251	440	200	498	176	402
"ENSMUSG00000004667"	781	1240	684	1073	633	937
"ENSMUSG00000004677"	57	79	35	56	56	72
"ENSMUSG00000004698"	29	53	38	33	32	38
"ENSMUSG00000004709"	1	0	1	0	2	0
"ENSMUSG00000004730"	0	0	0	0	0	1
"ENSMUSG00000004748"	40	83	24	40	33	55
"ENSMUSG00000004768"	123	105	81	98	146	66
"ENSMUSG00000004771"	1102	1183	828	1094	867	858
"ENSMUSG00000004788"	634	454	389	413	506	369
"ENSMUSG00000004789"	590	619	524	583	606	609
"ENSMUSG00000004791"	131	27	48	26	109	12
"ENSMUSG00000004798"	117	78	126	71	178	54
"ENSMUSG00000004814"	0	1	0	2	0	0
"ENSMUSG00000004815"	7	6	6	3	4	4
"ENSMUSG00000004837"	1	6	0	0	2	0
"ENSMUSG00000004842"	2	2	6	1	8	3
"ENSMUSG00000004843"	346	163	241	174	391	138
"ENSMUSG00000004846"	192	251	155	210	145	182
"ENSMUSG00000004849"	822	890	712	667	632	604
"ENSMUSG00000004864"	1	0	0	0	0	0
"ENSMUSG00000004865"	620	1127	649	830	563	827
"ENSMUSG00000004872"	24	43	20	12	20	49
"ENSMUSG00000004880"	287	466	255	297	163	338
"ENSMUSG00000004885"	1	3	2	1	0	1
"ENSMUSG00000004891"	502	1094	558	909	564	784
"ENSMUSG00000004892"	1698	1018	745	1098	1329	784
"ENSMUSG00000004894"	0	0	0	0	2	0
"ENSMUSG00000004895"	112	122	74	118	111	90
"ENSMUSG00000004896"	105	115	95	92	118	95
"ENSMUSG00000004897"	369	365	273	293	416	289
"ENSMUSG00000004902"	507	272	273	360	271	297
"ENSMUSG00000004929"	169	260	93	272	104	158
"ENSMUSG00000004931"	142	110	63	107	118	56
"ENSMUSG00000004933"	35	15	10	17	25	16
"ENSMUSG00000004934"	576	639	1341	246	647	642
"ENSMUSG00000004936"	457	554	258	543	302	448
"ENSMUSG00000004937"	683	764	553	678	681	611
"ENSMUSG00000004939"	2	0	0	0	3	0
"ENSMUSG00000004945"	1641	1604	1452	1468	1505	1280
"ENSMUSG00000004947"	67	73	48	72	62	54
"ENSMUSG00000004948"	0	1	0	0	0	0
"ENSMUSG00000004951"	11	9	3	6	14	8
"ENSMUSG00000004952"	4	4	7	8	1	5
"ENSMUSG00000004961"	5	3	7	1	4	1
"ENSMUSG00000004980"	6003	7618	5321	6707	5309	6273
"ENSMUSG00000004988"	8	7	7	11	12	8
"ENSMUSG00000004994"	106	87	75	84	62	86
"ENSMUSG00000004996"	59	100	56	89	47	54
"ENSMUSG00000005034"	208	160	141	133	187	135
"ENSMUSG00000005043"	16	30	11	15	21	20
"ENSMUSG00000005045"	7	5	7	9	10	4
"ENSMUSG00000005054"	681	697	550	591	633	487
"ENSMUSG00000005057"	3	6	2	5	8	7
"ENSMUSG00000005069"	87	61	66	58	92	49
"ENSMUSG00000005078"	987	1107	794	864	816	824
"ENSMUSG00000005087"	81	116	58	73	55	74
"ENSMUSG00000005089"	540	77	68	88	816	64
"ENSMUSG00000005102"	42	54	37	30	49	28
"ENSMUSG00000005103"	408	549	350	572	373	498
"ENSMUSG00000005107"	29	39	24	49	19	38
"ENSMUSG00000005124"	3	6	0	4	8	2
"ENSMUSG00000005125"	10	16	3	11	0	8
"ENSMUSG00000005131"	3	9	4	6	1	3
"ENSMUSG00000005142"	174	183	205	124	168	190
"ENSMUSG00000005148"	13	11	5	5	10	1
"ENSMUSG00000005150"	175	233	199	206	164	168
"ENSMUSG00000005161"	9142	7387	7765	6518	7951	5786
"ENSMUSG00000005198"	359	468	441	474	352	372
"ENSMUSG00000005202"	0	0	0	0	1	0
"ENSMUSG00000005204"	151	248	134	234	166	193
"ENSMUSG00000005220"	1	0	0	0	0	0
"ENSMUSG00000005225"	33	44	28	41	40	34
"ENSMUSG00000005232"	0	0	1	0	0	0
"ENSMUSG00000005233"	689	1172	730	846	435	716
"ENSMUSG00000005237"	2	3	2	3	2	4
"ENSMUSG00000005262"	371	478	441	493	398	379
"ENSMUSG00000005267"	35	30	28	31	32	18
"ENSMUSG00000005268"	4	8	6	4	15	5
"ENSMUSG00000005299"	135	109	95	114	109	95
"ENSMUSG00000005312"	349	342	266	333	344	329
"ENSMUSG00000005320"	0	1	0	0	0	3
"ENSMUSG00000005338"	37	12	62	52	304	51
"ENSMUSG00000005354"	1129	1566	964	1287	851	1112
"ENSMUSG00000005357"	0	6	1	6	6	5
"ENSMUSG00000005360"	2434	2047	1929	1970	2104	1915
"ENSMUSG00000005362"	172	145	147	143	215	107
"ENSMUSG00000005364"	0	0	1	0	0	1
"ENSMUSG00000005370"	140	268	104	224	119	243
"ENSMUSG00000005371"	76	75	77	61	112	59
"ENSMUSG00000005373"	5	4	6	1	7	2
"ENSMUSG00000005374"	73	71	45	59	76	55
"ENSMUSG00000005378"	326	463	330	404	255	406
"ENSMUSG00000005397"	58	45	17	29	93	24
"ENSMUSG00000005410"	262	547	239	506	117	443
"ENSMUSG00000005413"	144	271	147	152	72	109
"ENSMUSG00000005417"	212	282	147	294	329	201
"ENSMUSG00000005442"	199	198	112	240	206	120
"ENSMUSG00000005447"	386	390	384	335	474	276
"ENSMUSG00000005469"	380	379	340	336	365	309
"ENSMUSG00000005470"	148	318	140	244	64	245
"ENSMUSG00000005481"	438	1058	450	833	375	737
"ENSMUSG00000005483"	177	241	131	226	85	152
"ENSMUSG00000005493"	8	3	0	8	4	1
"ENSMUSG00000005501"	124	106	101	94	124	94
"ENSMUSG00000005503"	0	0	0	0	1	0
"ENSMUSG00000005505"	109	66	51	5	71	6
"ENSMUSG00000005506"	319	376	254	409	466	481
"ENSMUSG00000005510"	929	466	781	839	725	617
"ENSMUSG00000005514"	310	296	206	201	281	211
"ENSMUSG00000005533"	266	650	247	659	393	565
"ENSMUSG00000005534"	62	60	68	68	78	51
"ENSMUSG00000005540"	2	2	3	1	0	1
"ENSMUSG00000005553"	7	22	13	25	6	21
"ENSMUSG00000005566"	227	509	263	430	356	371
"ENSMUSG00000005575"	86	159	98	118	95	98
"ENSMUSG00000005580"	2	5	3	1	6	6
"ENSMUSG00000005583"	130	283	129	242	105	189
"ENSMUSG00000005609"	293	358	318	302	352	284
"ENSMUSG00000005610"	3284	3472	2868	2953	3375	2894
"ENSMUSG00000005611"	0	1	0	2	5	1
"ENSMUSG00000005615"	129	180	99	149	118	153
"ENSMUSG00000005621"	33	27	32	28	41	35
"ENSMUSG00000005625"	1210	1487	1107	1132	1115	1091
"ENSMUSG00000005628"	3	2	3	2	3	1
"ENSMUSG00000005656"	875	892	645	655	747	597
"ENSMUSG00000005667"	84	411	64	359	63	361
"ENSMUSG00000005672"	18	28	11	4	28	6
"ENSMUSG00000005674"	240	205	159	205	166	190
"ENSMUSG00000005677"	1	0	0	0	0	0
"ENSMUSG00000005681"	1	0	0	0	1	0
"ENSMUSG00000005682"	70	50	67	66	45	41
"ENSMUSG00000005683"	4713	4612	2616	4532	3418	4151
"ENSMUSG00000005686"	52	22	49	35	43	20
"ENSMUSG00000005687"	1715	2068	1054	1495	1413	1620
"ENSMUSG00000005696"	0	1	0	1	0	0
"ENSMUSG00000005698"	257	251	242	227	323	197
"ENSMUSG00000005699"	207	164	205	156	209	155
"ENSMUSG00000005705"	5	1	3	1	3	2
"ENSMUSG00000005716"	2	1	2	1	2	0
"ENSMUSG00000005718"	25	52	17	42	23	34
"ENSMUSG00000005732"	1178	1824	625	1793	727	1106
"ENSMUSG00000005763"	2	0	1	0	2	1
"ENSMUSG00000005774"	217	87	268	109	387	153
"ENSMUSG00000005779"	4615	6045	4036	4959	3920	4231
"ENSMUSG00000005802"	19	19	20	16	24	16
"ENSMUSG00000005803"	111	66	62	65	69	53
"ENSMUSG00000005804"	333	387	309	302	393	295
"ENSMUSG00000005813"	191	310	188	251	213	255
"ENSMUSG00000005823"	125	135	111	105	130	101
"ENSMUSG00000005836"	0	0	0	0	1	0
"ENSMUSG00000005846"	550	1293	495	1103	447	1122
"ENSMUSG00000005864"	0	0	2	0	0	0
"ENSMUSG00000005871"	486	376	409	396	574	353
"ENSMUSG00000005873"	1227	1703	965	1293	999	1208
"ENSMUSG00000005881"	1592	1580	1206	1376	1499	1135
"ENSMUSG00000005882"	190	246	174	217	190	204
"ENSMUSG00000005886"	66	59	44	36	60	35
"ENSMUSG00000005892"	0	0	0	0	0	1
"ENSMUSG00000005893"	156	200	219	167	256	165
"ENSMUSG00000005897"	74	51	76	54	72	40
"ENSMUSG00000005899"	157	295	168	181	171	214
"ENSMUSG00000005907"	61	59	65	46	69	41
"ENSMUSG00000005917"	8	5	9	0	0	1
"ENSMUSG00000005936"	172	142	166	158	171	162
"ENSMUSG00000005947"	8	6	6	9	8	2
"ENSMUSG00000005949"	89	51	90	38	138	33
"ENSMUSG00000005950"	1	3	0	1	1	0
"ENSMUSG00000005951"	8	3	8	4	10	2
"ENSMUSG00000005952"	0	0	0	0	0	1
"ENSMUSG00000005958"	105	51	46	41	85	46
"ENSMUSG00000005968"	2	2	1	4	6	3
"ENSMUSG00000005973"	827	818	632	771	830	640
"ENSMUSG00000005980"	2	6	2	5	3	4
"ENSMUSG00000005981"	360	408	281	407	251	384
"ENSMUSG00000005982"	202	239	202	238	215	205
"ENSMUSG00000005983"	37	34	37	28	34	28
"ENSMUSG00000005986"	26	28	19	26	26	37
"ENSMUSG00000005994"	0	0	3	0	0	0
"ENSMUSG00000006005"	1025	1432	844	1076	974	922
"ENSMUSG00000006007"	0	1	0	0	0	0
"ENSMUSG00000006010"	326	258	247	222	328	196
"ENSMUSG00000006014"	1	2	1	1	2	0
"ENSMUSG00000006019"	38	30	19	22	34	12
"ENSMUSG00000006021"	77	80	72	68	98	50
"ENSMUSG00000006024"	685	953	560	898	629	723
"ENSMUSG00000006050"	943	1077	833	838	736	680
"ENSMUSG00000006057"	3572	6894	3272	4563	2285	4283
"ENSMUSG00000006058"	928	1036	797	763	912	706
"ENSMUSG00000006095"	1165	1467	993	1180	1084	1074
"ENSMUSG00000006127"	59	39	67	48	81	40
"ENSMUSG00000006134"	138	99	85	92	134	83
"ENSMUSG00000006154"	3	3	6	4	6	0
"ENSMUSG00000006169"	116	185	82	161	140	176
"ENSMUSG00000006179"	0	0	0	0	3	0
"ENSMUSG00000006191"	123	151	114	136	95	111
"ENSMUSG00000006205"	168	92	47	72	87	14
"ENSMUSG00000006215"	126	129	101	97	118	89
"ENSMUSG00000006216"	0	0	0	0	1	0
"ENSMUSG00000006218"	1	0	0	0	0	0
"ENSMUSG00000006219"	10	31	17	42	29	33
"ENSMUSG00000006221"	1	2	0	1	0	0
"ENSMUSG00000006235"	6	10	5	11	12	16
"ENSMUSG00000006241"	40	15	18	16	38	14
"ENSMUSG00000006262"	171	160	175	180	274	173
"ENSMUSG00000006269"	0	2	1	0	3	2
"ENSMUSG00000006270"	0	0	1	0	0	0
"ENSMUSG00000006273"	329	278	241	289	346	235
"ENSMUSG00000006276"	218	258	174	220	203	222
"ENSMUSG00000006281"	3	6	0	8	18	8
"ENSMUSG00000006288"	551	375	356	380	508	325
"ENSMUSG00000006289"	617	664	557	643	554	442
"ENSMUSG00000006299"	1410	1371	1074	1202	1303	1016
"ENSMUSG00000006301"	291	233	192	183	192	169
"ENSMUSG00000006304"	1631	1886	1022	1757	1247	1541
"ENSMUSG00000006307"	40	39	31	28	44	22
"ENSMUSG00000006310"	6	3	3	1	3	2
"ENSMUSG00000006311"	1	2	0	3	0	1
"ENSMUSG00000006313"	6	3	3	4	3	6
"ENSMUSG00000006315"	907	1084	720	951	903	852
"ENSMUSG00000006333"	28897	30026	26960	25504	23569	21682
"ENSMUSG00000006335"	167	140	99	105	155	108
"ENSMUSG00000006342"	0	1	0	1	4	0
"ENSMUSG00000006344"	10	9	3	12	5	11
"ENSMUSG00000006345"	2	1	2	1	2	0
"ENSMUSG00000006356"	1606	4969	1963	3006	1534	2410
"ENSMUSG00000006360"	36	59	40	13	17	13
"ENSMUSG00000006362"	0	2	0	0	2	0
"ENSMUSG00000006369"	373	477	329	383	336	356
"ENSMUSG00000006373"	659	850	583	863	793	769
"ENSMUSG00000006378"	248	359	310	330	177	328
"ENSMUSG00000006386"	0	4	3	1	1	4
"ENSMUSG00000006390"	216	524	191	290	159	267
"ENSMUSG00000006392"	349	477	246	361	288	338
"ENSMUSG00000006395"	134	186	104	170	114	121
"ENSMUSG00000006398"	1012	1266	889	1053	631	894
"ENSMUSG00000006403"	100	48	69	43	46	42
"ENSMUSG00000006411"	0	4	0	2	0	3
"ENSMUSG00000006412"	538	739	436	574	341	521
"ENSMUSG00000006418"	381	286	286	315	379	286
"ENSMUSG00000006423"	290	305	204	288	299	260
"ENSMUSG00000006435"	29	45	19	20	12	27
"ENSMUSG00000006442"	155	385	52	426	39	273
"ENSMUSG00000006445"	20	36	27	13	12	19
"ENSMUSG00000006456"	170	259	193	256	142	268
"ENSMUSG00000006457"	0	0	0	1	0	0
"ENSMUSG00000006463"	34	17	24	31	30	20
"ENSMUSG00000006464"	192	325	217	123	220	248
"ENSMUSG00000006471"	26	46	17	37	18	24
"ENSMUSG00000006476"	109	75	78	85	115	68
"ENSMUSG00000006494"	66	24	28	23	59	40
"ENSMUSG00000006498"	550	1059	509	941	407	843
"ENSMUSG00000006517"	292	495	239	335	162	369
"ENSMUSG00000006519"	0	0	0	1	2	1
"ENSMUSG00000006522"	50	10	1	1	15	1
"ENSMUSG00000006526"	28	28	20	25	45	32
"ENSMUSG00000006527"	23	59	33	54	35	43
"ENSMUSG00000006538"	1	0	0	0	1	0
"ENSMUSG00000006542"	0	0	0	0	2	0
"ENSMUSG00000006567"	17	4	12	6	19	10
"ENSMUSG00000006574"	0	0	1	0	1	0
"ENSMUSG00000006575"	273	184	212	172	185	160
"ENSMUSG00000006576"	29	28	16	27	34	15
"ENSMUSG00000006585"	73	192	40	144	58	123
"ENSMUSG00000006586"	4	5	1	3	11	2
"ENSMUSG00000006589"	762	1015	621	771	667	706
"ENSMUSG00000006599"	263	348	292	339	332	361
"ENSMUSG00000006611"	12	10	26	17	18	12
"ENSMUSG00000006641"	17	15	16	8	8	10
"ENSMUSG00000006642"	0	2	0	0	0	0
"ENSMUSG00000006649"	3	0	3	0	3	1
"ENSMUSG00000006651"	166	29	55	54	74	27
"ENSMUSG00000006673"	181	323	235	263	258	265
"ENSMUSG00000006675"	32	42	16	34	32	21
"ENSMUSG00000006676"	298	575	423	240	294	413
"ENSMUSG00000006678"	387	898	558	301	332	601
"ENSMUSG00000006699"	2874	3292	2439	3162	2363	2701
"ENSMUSG00000006705"	251	339	208	366	291	299
"ENSMUSG00000006711"	1	0	1	0	1	1
"ENSMUSG00000006715"	491	910	437	749	258	542
"ENSMUSG00000006717"	633	592	600	470	560	361
"ENSMUSG00000006720"	48	14	40	35	54	13
"ENSMUSG00000006724"	2	0	0	0	0	0
"ENSMUSG00000006728"	5327	5491	4908	4865	4212	4171
"ENSMUSG00000006731"	8	2	7	10	18	1
"ENSMUSG00000006732"	128	411	145	315	76	302
"ENSMUSG00000006736"	989	1022	812	995	908	788
"ENSMUSG00000006740"	1096	1432	970	1392	968	1237
"ENSMUSG00000006763"	180	223	153	203	111	164
"ENSMUSG00000006764"	3	2	1	2	0	1
"ENSMUSG00000006782"	1404	424	868	593	1485	518
"ENSMUSG00000006784"	139	350	271	167	104	243
"ENSMUSG00000006800"	503	560	315	517	295	429
"ENSMUSG00000006818"	1388	2237	1502	1513	1331	1744
"ENSMUSG00000006850"	47	22	54	28	43	27
"ENSMUSG00000006906"	155	109	91	95	93	82
"ENSMUSG00000006920"	77	58	55	18	89	46
"ENSMUSG00000006930"	42	38	34	36	88	26
"ENSMUSG00000006931"	98	198	58	136	72	85
"ENSMUSG00000006932"	985	705	824	865	1166	710
"ENSMUSG00000006941"	1317	1028	1025	893	1229	766
"ENSMUSG00000006958"	8	9	7	14	21	5
"ENSMUSG00000006998"	869	981	747	898	837	846
"ENSMUSG00000007021"	17	10	4	10	22	8
"ENSMUSG00000007029"	111	226	87	200	54	158
"ENSMUSG00000007030"	4	20	5	11	7	15
"ENSMUSG00000007033"	10	2	9	3	17	10
"ENSMUSG00000007035"	18	44	13	18	23	10
"ENSMUSG00000007036"	147	179	98	145	135	101
"ENSMUSG00000007038"	171	163	107	183	174	95
"ENSMUSG00000007039"	1985	2092	1850	1757	2086	1609
"ENSMUSG00000007041"	1889	2610	1645	1744	1654	1624
"ENSMUSG00000007050"	680	1553	769	1160	371	981
"ENSMUSG00000007080"	34	79	43	63	12	51
"ENSMUSG00000007097"	2682	264	832	286	2525	399
"ENSMUSG00000007122"	13	10	11	12	13	7
"ENSMUSG00000007207"	12	14	10	16	10	14
"ENSMUSG00000007216"	73	22	39	17	21	10
"ENSMUSG00000007279"	5	2	4	0	0	1
"ENSMUSG00000007338"	447	623	419	577	391	428
"ENSMUSG00000007379"	4	13	10	8	14	2
"ENSMUSG00000007411"	177	160	158	159	204	153
"ENSMUSG00000007415"	115	154	102	131	135	147
"ENSMUSG00000007440"	26	8	8	3	43	12
"ENSMUSG00000007458"	458	619	352	549	393	507
"ENSMUSG00000007476"	291	237	221	192	283	168
"ENSMUSG00000007480"	242	18	86	28	402	24
"ENSMUSG00000007564"	1816	1703	1352	1777	1527	1651
"ENSMUSG00000007570"	49	92	20	65	28	33
"ENSMUSG00000007589"	379	555	477	307	277	524
"ENSMUSG00000007591"	3	0	2	0	0	2
"ENSMUSG00000007594"	5	12	3	14	5	11
"ENSMUSG00000007603"	68	107	75	80	88	72
"ENSMUSG00000007610"	115	242	109	175	99	166
"ENSMUSG00000007613"	73	109	59	52	84	61
"ENSMUSG00000007617"	75	51	42	57	77	60
"ENSMUSG00000007646"	97	91	66	57	44	65
"ENSMUSG00000007653"	1	5	0	3	3	1
"ENSMUSG00000007655"	22	6	16	7	18	8
"ENSMUSG00000007656"	2137	3186	2323	2265	1570	2111
"ENSMUSG00000007659"	387	526	222	542	457	476
"ENSMUSG00000007670"	648	668	864	663	819	677
"ENSMUSG00000007682"	0	1	0	0	0	1
"ENSMUSG00000007721"	780	1041	766	855	659	735
"ENSMUSG00000007739"	3196	3976	2656	3272	2525	2673
"ENSMUSG00000007777"	699	673	536	553	580	519
"ENSMUSG00000007783"	370	180	182	250	296	212
"ENSMUSG00000007805"	0	5	0	0	1	0
"ENSMUSG00000007812"	147	175	125	184	176	183
"ENSMUSG00000007815"	3991	3529	2826	3603	2849	3207
"ENSMUSG00000007817"	409	386	329	433	415	350
"ENSMUSG00000007827"	82	95	62	83	61	75
"ENSMUSG00000007833"	89	108	73	106	81	79
"ENSMUSG00000007836"	504	703	635	479	797	625
"ENSMUSG00000007837"	76	64	59	62	65	49
"ENSMUSG00000007850"	852	1368	879	1069	903	1131
"ENSMUSG00000007867"	395	437	324	369	354	329
"ENSMUSG00000007872"	5194	7375	5254	5662	4744	3997
"ENSMUSG00000007877"	1	0	1	0	0	2
"ENSMUSG00000007880"	486	597	526	578	605	486
"ENSMUSG00000007888"	102	87	66	71	201	50
"ENSMUSG00000007891"	2257	1808	1217	1408	1786	1084
"ENSMUSG00000007892"	44487	49834	41483	38417	37922	33715
"ENSMUSG00000007908"	1	2	2	0	1	1
"ENSMUSG00000007944"	3	2	6	6	19	3
"ENSMUSG00000007946"	0	0	0	0	1	0
"ENSMUSG00000007950"	153	177	94	156	191	110
"ENSMUSG00000007987"	352	338	339	306	379	312
